Trait,chr,region,rsID,95g,AMR,EAS,SAS,EUR,AFR
Cognitive_performance,4,188665925,rs7659062,0.126316,0.1571,0.121,0.0982,0.1372,0.1793
Cognitive_performance,4,188669705,rs7662358,0.157895,0.1556,0.122,0.0982,0.1372,0.1762
Obesity-related_traits,4,11673037,rs7671189,0.705263,0.6369,0.6597,0.6564,0.7058,0.7927
Trans_fatty_acid_levels,4,187696204,rs7672520,0.0315789,0.1153,0.1687,0.1738,0.0805,0.3835
Response_to_amphetamines,4,161252328,rs7676384,0.547368,0.2089,0.2887,0.1227,0.1471,0.2511
Prostate_cancer,4,105140377,rs7679673,0.989474,0.5202,0.8056,0.5511,0.3946,0.646
Fractional_exhaled_nitric_oxide_(childhood),4,71162828,rs7685921,0.842105,0.3444,0.121,0.3916,0.1233,0.2451
Obesity-related_traits,4,188663199,rs7686384,0.115789,0.1772,0.1885,0.1953,0.167,0.2224
Obesity-related_traits,4,85794159,rs7687906,0.284211,0.7709,0.8353,0.774,0.8459,0.8253
Glucose_homeostasis_traits,4,67190895,rs7690543,0.957895,0.817,0.748,0.8119,0.9195,0.4728
Tourette_syndrome,7,12020180,rs769111,0.536842,0.4121,0.2847,0.3712,0.3936,0.5802
Prostate_cancer,10,45587537,rs76934034,0.210526,0.0749,0.003,0.0399,0.0676,0.0023
Trans_fatty_acid_levels,4,187696170,rs7694110,0.0315789,0.1153,0.1687,0.1738,0.0805,0.3858
Obesity-related_traits,4,7422024,rs7694661,0.726316,0.4337,0.378,0.4121,0.337,0.4705
Obesity-related_traits,5,31927211,rs7719829,0.726316,0.5634,0.7688,0.5746,0.6054,0.4803
Obesity-related_traits,5,618471,rs7726839,0.442105,0.232,0.0347,0.2239,0.2505,0.5061
Obesity-related_traits,6,7652484,rs7739678,0.0105263,0.1196,0.002,0.0746,0.2137,0.1543
C-reactive_protein,6,41160234,rs7748513,0.0736842,0.0692,0.0099,0.0757,0.0258,0.5401
Obesity-related_traits,6,51234458,rs7762246,0.0315789,0.1297,0.001,0.0869,0.163,0.0651
Obesity-related_traits,7,36506461,rs7777593,0.884211,0.5548,0.8224,0.5245,0.5258,0.2587
Allergic_rhinitis,7,19438358,rs7780001,0.505263,0.2565,0.1974,0.1718,0.1362,0.2489
Cognitive_performance,7,116937070,rs7782376,0.568421,0.2723,0.5308,0.3487,0.1909,0.5885
Obesity-related_traits,7,158430414,rs7786808,0.515789,0.4294,0.376,0.5961,0.5626,0.6846
Glucose_homeostasis_traits,2,27519736,rs780093,0.936842,0.6427,0.5198,0.8037,0.5885,0.9077
Triglycerides,2,27518370,rs780094,0.926316,0.6398,0.5238,0.8016,0.5895,0.8684
Asthma_(childhood_onset),7,131336340,rs7807274,0.0105263,0.0173,0,0,0.001,0.1664
Obesity-related_traits,8,36601936,rs7814403,0.610526,0.4063,0.4286,0.3937,0.4642,0.4153
Response_to_antidepressant_treatment_(citalopram),8,19682127,rs7816924,0.515789,0.2334,0.4147,0.2168,0.165,0.2791
Obesity-related_traits,8,52772301,rs7822058,1,0.9121,0.9573,0.9192,0.8926,0.9085
Obesity-related_traits,8,68651460,rs7825271,0.915789,0.7651,0.87,0.8517,0.8509,0.792
Obesity-related_traits,8,18850361,rs7833787,0.894737,0.5432,0.123,0.2761,0.4851,0.4054
Triglycerides,6,69472818,rs78536982,0.452632,0.0749,0.0377,0.0031,0,0
Hip_circumference_(psychosocial_stress_interaction),9,18640592,rs7863100,0.368421,0.2363,0.0972,0.1544,0.2406,0.115
Body_mass_index_(interaction),9,68614263,rs7864204,0.452632,0.4885,0.4345,0.6258,0.6501,0.5106
Tourette_syndrome,9,114228791,rs7868992,0.284211,0.6844,0.3313,0.8384,0.6968,0.4539
Trans_fatty_acid_levels,9,11136285,rs7870863,0.410526,0.1455,0.4891,0.1667,0.0427,0.1263
Glucose_homeostasis_traits,19,50275286,rs788338,0.252632,0.3055,0.2113,0.4305,0.4483,0.6044
Obesity-related_traits,10,23145815,rs7893600,0.526316,0.7104,0.6012,0.9888,0.995,0.9372
Fibrinogen,10,63402393,rs7896783,0.115789,0.3026,0.4028,0.5245,0.4861,0.264
Bronchopulmonary_dysplasia,5,120880342,rs78975256,0.0315789,0.0043,0,0,0.002,0.1936
Obesity-related_traits,6,63093283,rs789942,0.673684,0.6196,0.6687,0.5429,0.7256,0.8162
Type_2_diabetes,10,112998590,rs7903146,0.115789,0.2349,0.0228,0.2986,0.3171,0.2602
Obesity-related_traits,10,66614326,rs7909235,0.147368,0.2464,0.0288,0.1769,0.3151,0.1445
Trans_fatty_acid_levels,10,83345853,rs7914606,0.484211,0.1412,0.0437,0.0317,0.0696,0.1581
Obesity-related_traits,10,83110320,rs7915137,0.610526,0.3617,0.4673,0.4744,0.3608,0.4433
Obesity-related_traits,10,16706611,rs7916663,0.242105,0.1614,0.4563,0.2771,0.1173,0.7398
Obesity-related_traits,10,89058620,rs7920888,0.831579,0.4755,0.2986,0.3978,0.4632,0.5318
Triglycerides,8,20002949,rs79236614,0.0210526,0.0663,0.1181,0.091,0.1312,0.1006
Asthma_(childhood_onset),11,127891771,rs7927044,0.168421,0.0403,0.1766,0.0031,0.008,0.0363
Glycemic_traits_(pregnancy),11,92956866,rs7936247,0.273684,0.2565,0.4425,0.364,0.3509,0.4455
Response_to_amphetamines,9,76995712,rs79460104,0.168421,0.1095,0.2222,0.0276,0.0318,0.2005
Trans_fatty_acid_levels,11,100550741,rs7952067,0.452632,0.1643,0.002,0.0481,0.0676,0.0968
Obesity-related_traits,12,118086621,rs7957470,0.126316,0.3012,0.2024,0.4499,0.4364,0.354
Obesity-related_traits,12,73694028,rs7964120,0.568421,0.3285,0.7113,0.3681,0.3539,0.1112
Fibrinogen,12,50740958,rs7968440,0.0526316,0.2046,0.003,0.1391,0.3738,0.1566
Obesity-related_traits,12,60341392,rs7974425,1,0.9899,1,1,1,0.9002
C-reactive_protein,12,120982457,rs7979473,0.168421,0.5879,0.6101,0.4703,0.5815,0.5643
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_2_peripheral_neuropathy),13,93226778,rs7985891,0.105263,0.0403,0.0823,0.0061,0.0288,0.0582
Trans_fatty_acid_levels,13,59705412,rs7986704,0.0105263,0.0303,0.124,0.1656,0.0626,0.2307
Trans_fatty_acid_levels,13,59705684,rs7987251,0.0105263,0.0317,0.124,0.1656,0.0626,0.2511
Obesity-related_traits,13,93580876,rs7998314,0.442105,0.6225,0.3889,0.6687,0.7992,0.7201
Trans_fatty_acid_levels,13,53031100,rs8000124,0.936842,0.7464,0.9256,0.7791,0.6024,0.9327
Body_mass_index_(interaction),14,101223708,rs8008758,0.578947,0.2767,0.1181,0.1135,0.3121,0.2602
Prostate_cancer,12,48025835,rs80130819,0.0947368,0.0634,0.004,0.0562,0.0805,0.0053
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),2,194682669,rs801350,1,0.951,0.999,0.9765,0.9364,0.9123
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),2,194695273,rs801378,0.810526,0.9524,0.999,0.9765,0.9364,0.9652
Prostate_cancer,14,70625539,rs8014671,0.431579,0.4741,0.6458,0.5491,0.4254,0.5673
Obesity-related_traits,14,96927348,rs8016620,1,0.9741,0.999,0.9918,0.999,0.6899
Response_to_amphetamines,3,60522607,rs80171647,0.526316,0.1513,0.1488,0.2198,0.0517,0.0598
Obesity-related_traits,15,88705908,rs8027587,0.873684,0.4481,0.5327,0.3425,0.3121,0.3192
Obesity-related_traits,15,39746232,rs8033957,0.926316,0.4179,0.4425,0.229,0.1074,0.3722
Obesity-related_traits,15,32635275,rs8037818,1,0.8199,0.6677,0.6462,0.7475,0.829
Obesity-related_traits,15,78618839,rs8040868,0.221053,0.2795,0.3542,0.2127,0.4165,0.3533
Obesity-related_traits,16,4596877,rs8050907,0.0105263,0.0317,0.003,0.001,0.0447,0.2065
Fractional_exhaled_nitric_oxide_(childhood),17,39900944,rs8069176,0.347368,0.3559,0.2817,0.317,0.4672,0.3525
Obesity-related_traits,17,11197348,rs8076220,0.0105263,0.0807,0.002,0.0409,0.1024,0.1452
Obesity-related_traits,17,18161416,rs8077577,0.0315789,0.1758,0.0149,0.1554,0.2038,0.2231
Obesity-related_traits,18,77240802,rs8084125,0.178947,0.1225,0.001,0.182,0.1581,0.0802
Response_to_citalopram_treatment,15,61037589,rs809736,0.326316,0.2205,0.1796,0.1544,0.2435,0.0658
Breast_cancer,19,17282085,rs8100241,0.610526,0.3761,0.3115,0.4898,0.5716,0.3865
Obesity-related_traits,19,39679413,rs8103033,0.936842,0.5187,0.2877,0.182,0.3072,0.1006
Body_mass_index_(change_over_time),19,22032655,rs8105895,0.0210526,0.1124,0.12,0.1984,0.165,0.2148
Obesity-related_traits,20,36277318,rs8115222,0.0736842,0.0216,0,0,0,0.2572
Obesity-related_traits,20,40015916,rs8120917,0.0736842,0.0086,0,0,0.001,0.084
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_1_peripheral_neuropathy),17,69436244,rs817565,0.389474,0.4611,0.5208,0.5072,0.5755,0.8101
Obesity-related_traits,10,18493951,rs8181477,0.747368,0.3833,0.6815,0.4836,0.4702,0.3873
Trans_fatty_acid_levels,22,25808585,rs8184969,0.4,0.0879,0.1111,0.0215,0.0119,0.0182
Response_to_dabigatran_etexilate_treatment,16,55827882,rs8192935,0.726316,0.5548,0.2371,0.4305,0.6759,0.2844
Type_2_diabetes,9,28772702,rs824248,0.547368,0.2594,0.4147,0.2587,0.2366,0.202
Obesity-related_traits,1,59296796,rs835367,0.673684,0.4107,0.5218,0.5123,0.3489,0.6188
Obesity-related_traits,14,75449761,rs84044,0.989474,0.7752,0.8254,0.7454,0.7028,0.8563
Glucose_homeostasis_traits,3,196755340,rs843532,0.0315789,0.0663,0,0.1176,0.1312,0.0083
Obesity-related_traits,1,159032432,rs861318,0.0947368,0.8689,0.6002,0.7117,0.838,0.3192
Allergic_rhinitis,1,3384243,rs868688,0.863158,0.536,0.5823,0.6135,0.4732,0.6649
Response_to_amphetamines,6,67617137,rs875033,0.821053,0.5821,0.7996,0.5982,0.6123,0.5454
Glucose_homeostasis_traits,2,60661067,rs881952,0.852632,0.438,0.8056,0.6268,0.3678,0.2852
Obesity-related_traits,5,147845951,rs891992,0.568421,0.2363,0.3085,0.18,0.1501,0.2179
Obesity-related_traits,19,29421387,rs892073,0.0315789,0.0461,0.1825,0.1483,0.0785,0.0794
Obesity-related_traits,3,355870,rs892295,0.989474,0.9481,0.998,0.9796,0.992,0.5242
Obesity-related_traits,15,89624877,rs894157,0.905263,0.7853,0.7153,0.82,0.8956,0.9766
Glucose_homeostasis_traits,2,2729105,rs896232,0.4,0.2911,0.2817,0.2178,0.3688,0.2163
Obesity-related_traits,10,43963266,rs898549,0.242105,0.3343,0.3899,0.4499,0.5915,0.0651
Glucose_homeostasis_traits,17,73739346,rs899596,0.242105,0.2493,0.1409,0.2587,0.2068,0.7648
Obesity-related_traits,4,26135397,rs907499,0.978947,0.9755,1,1,0.999,0.7572
Obesity-related_traits,9,841152,rs912062,0.926316,0.8127,0.7946,0.8722,0.9334,0.7859
Obesity-related_traits,8,125522429,rs921720,0.821053,0.5634,0.37,0.3732,0.6312,0.1006
HIV-1_control,6,31306603,rs9264942,0.189474,0.304,0.3929,0.5245,0.3618,0.27
Obesity-related_traits,6,32351860,rs9268301,0.8,0.4121,0.2887,0.2914,0.327,0.1241
Prostate_cancer,2,10570604,rs9287719,0.557895,0.5634,0.624,0.3988,0.5169,0.7731
Obesity-related_traits,3,120517482,rs9289146,0.0210526,0.1182,0.0446,0.1012,0.173,0.177
Obesity-related_traits,6,39394078,rs9296295,0.0210526,0.0692,0.0119,0.0389,0.0785,0.2269
Obesity-related_traits,6,40472761,rs9296335,0.0631579,0.0303,0.0407,0.0031,0.002,0.1362
Obesity-related_traits,18,42357544,rs9304270,0.126316,0.1326,0.3839,0.1687,0.1292,0.3253
Obesity-related_traits,9,2696555,rs930811,0.968421,0.5965,0.6925,0.4642,0.4334,0.5182
Obesity-related_traits,4,167218229,rs9312517,0.536842,0.2378,0.2202,0.0368,0.0994,0.2186
Response_to_amphetamines,4,54375414,rs9312648,0.631579,0.4092,0.2024,0.2382,0.339,0.4932
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),8,25687163,rs9314308,0.894737,0.6124,0.7014,0.4601,0.5974,0.1982
Obesity-related_traits,13,84677577,rs9319064,0.0105263,0.0115,0,0,0,0.1725
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),6,24077829,rs9358749,0.831579,0.9366,0.9048,0.9857,0.9722,0.733
Obesity-related_traits,6,39234381,rs9366999,0.557895,0.3963,0.7173,0.3272,0.3171,0.2073
Obesity-related_traits,6,147613811,rs9377063,0.273684,0.2709,0.1012,0.2219,0.4046,0.475
Obesity-related_traits,6,3294590,rs9378357,0.0105263,0.1643,0.3482,0.3098,0.0606,0.4773
Immune_response_to_smallpox_vaccine_(IL-6),6,39561206,rs9380880,0.0105263,0.0144,0.2321,0.0879,0.0268,0.0227
Breast_cancer,6,151666222,rs9383938,0.0421053,0.0735,0.3502,0.0716,0.0825,0.1604
Obesity-related_traits,4,68301953,rs939207,0.210526,0.1009,0.3353,0.1646,0.0974,0.0076
Tourette_syndrome,6,23077083,rs9393366,0.410526,0.2824,0.1458,0.1871,0.3131,0.0893
Body_mass_index,2,622531,rs939583,0.978947,0.8617,0.9147,0.8067,0.83,0.9107
Cognitive_performance,12,64858338,rs939876,0.684211,0.0663,0.0456,0.0613,0.1292,0.0151
Response_to_hepatitis_C_treatment,6,109686444,rs9400317,1,0.9063,1,0.8793,0.8698,0.9962
Obesity-related_traits,6,143673062,rs9403521,0.357895,0.1729,0.3571,0.3078,0.1491,0.1112
Obesity-related_traits,10,114439416,rs941853,0.242105,0.1729,0.256,0.1452,0.1402,0.3502
Prostate_cancer,6,75786165,rs9443189,0.115789,0.1412,0.378,0.2485,0.1392,0.5862
Fractional_exhaled_nitric_oxide_(childhood),17,27765011,rs944722,0.852632,0.6499,0.6696,0.8671,0.6123,0.8056
Trans_fatty_acid_levels,1,92960610,rs945631,0.505263,0.0965,0.001,0.0307,0.0398,0.0015
Obesity-related_traits,6,20567310,rs9460521,0.0105263,0.0187,0.002,0.0256,0.003,0.1339
Obesity-related_traits,6,53650148,rs9474614,0.6,0.1686,0.3194,0.2188,0.0606,0.3185
Obsessive-compulsive_disorder,6,103997492,rs9499708,0.978947,0.7291,0.6925,0.5348,0.6252,0.9705
Schizophrenia,13,27503007,rs9512730,0.421053,0.2536,0.128,0.1094,0.2535,0.2133
Obesity-related_traits,13,99544698,rs9513627,1,0.9366,0.9097,0.8374,0.9155,0.6815
Obesity-related_traits,13,99840906,rs9513675,0.694737,0.5504,0.7391,0.545,0.5775,0.7663
Obesity-related_traits,13,98443780,rs9517302,0.778947,0.6268,0.6657,0.5706,0.7932,0.5045
Bone_mineral_density,13,42377313,rs9533090,0.715789,0.4452,0.0754,0.2546,0.4811,0.2292
Bone_mineral_density,13,42394913,rs9533095,0.715789,0.4424,0.0853,0.2577,0.4801,0.2284
Asthma_or_chronic_obstructive_pulmonary_disease,13,47269242,rs9534578,0.0315789,0.0706,0.0179,0.1994,0.0875,0.1513
Obesity-related_traits,13,49717706,rs9535307,0.936842,0.8804,0.999,0.9264,0.8569,0.7534
Obesity-related_traits,13,28794569,rs954108,0.610526,0.4986,0.1101,0.5838,0.5746,0.3964
Diabetic_retinopathy,13,75562512,rs9543976,0.568421,0.6282,0.6974,0.7904,0.8787,0.3404
Obesity-related_traits,13,81501457,rs9545740,0.442105,0.4755,0.1815,0.1953,0.3897,0.8147
Obesity-related_traits,13,37789313,rs9548050,0.189474,0.2464,0.3492,0.4663,0.3807,0.1558
Response_to_amphetamines,13,98179341,rs9556893,0.852632,0.5548,0.6875,0.6196,0.6362,0.5219
Waist-to-hip_circumference_ratio_(interaction),13,101575144,rs9557704,0.463158,0.3156,0.4524,0.3885,0.3002,0.0605
Obesity-related_traits,13,107047870,rs9558942,0.757895,0.4049,0.4692,0.2372,0.3221,0.0673
Immune_response_to_smallpox_vaccine_(IL-6),22,23302607,rs9608102,0.189474,0.0908,0.0595,0.0757,0.0785,0.1581
Attention_deficit_hyperactivity_disorder,22,47888765,rs9627183,0.0421053,0.0346,0.0754,0.0552,0.0298,0.1188
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),2,49270867,rs9636436,0.0526316,0.1801,0.3403,0.2382,0.2575,0.326
Triglycerides,11,116778201,rs964184,0.831579,0.7233,0.7599,0.771,0.838,0.7791
Obesity-related_traits,7,129716366,rs9641855,0.873684,0.5403,0.7927,0.6012,0.4254,0.4924
Obesity-related_traits,7,36172140,rs9648428,0.0631579,0.1052,0.1438,0.0828,0.1819,0.2269
Response_to_amphetamines,8,60433638,rs9650199,0.0315789,0.1427,0.0833,0.184,0.164,0.4002
Obsessive-compulsive_disorder,13,72114636,rs9652236,0.4,0.1888,0.4355,0.1483,0.175,0.2194
IFN-related_cytopenia,20,3400902,rs965469,0.273684,0.1772,0.1488,0.1585,0.1909,0.233
Cognitive_performance,8,137893053,rs9657451,0.989474,0.8026,0.8591,0.8732,0.8678,0.3366
Preeclampsia,7,25573041,rs975369,0.231579,0.0893,0.4683,0.2117,0.0865,0.084
Response_to_amphetamines,3,67323553,rs977102,0.0105263,0.0764,0.1558,0.0552,0.1312,0.1082
Obesity-related_traits,15,74256432,rs9783698,0.0105263,0.1556,0.4782,0.453,0.3101,0.4607
Obesity-related_traits,2,213973789,rs9789347,0.673684,0.2867,0.3958,0.4591,0.2396,0.0514
Obesity-related_traits,5,151215241,rs979455,0.221053,0.2522,0.2024,0.2669,0.331,0.2852
Cognitive_performance,10,128450662,rs9804317,0.347368,0.1455,0.3958,0.2669,0.0895,0.23
Response_to_amphetamines,3,130252258,rs9813712,0.378947,0.2176,0.1796,0.2587,0.2008,0.382
Asthma_(childhood_onset),3,3573203,rs9815663,0.2,0.1772,0.1825,0.1299,0.1978,0.2421
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),3,66395177,rs9827908,0.0105263,0.0115,0,0,0,0.2057
Response_to_amphetamines,3,3608555,rs9837561,0.0315789,0.072,0.002,0.0276,0.0577,0.3623
Obesity-related_traits,13,108803487,rs984300,0.778947,0.5504,0.6399,0.5092,0.504,0.1823
Obesity-related_traits,8,138065485,rs984440,0.210526,0.1902,0.0099,0.1145,0.2376,0.18
Obesity-related_traits,3,117437408,rs9870146,0.252632,0.5389,0.3919,0.5072,0.7266,0.0953
Obesity-related_traits,16,86288853,rs987052,0.810526,0.366,0.5337,0.2515,0.1839,0.2731
Bronchopulmonary_dysplasia,3,61141532,rs9877396,0.810526,0.3415,0.4038,0.274,0.2306,0.2262
Response_to_amphetamines,3,165407371,rs9878522,0.305263,0.2392,0.2252,0.2515,0.2087,0.3404
Obesity-related_traits,10,125447269,rs989507,0.978947,0.8256,0.9067,0.772,0.7734,0.584
Asthma_(sex_interaction),17,3035239,rs9895098,0.0210526,0.1254,0.1538,0.1656,0.1491,0.3026
Obesity-related_traits,17,78872532,rs9900972,0.978947,0.8026,0.5308,0.4939,0.8002,0.733
Obesity-related_traits,17,38945127,rs9906595,1,0.9424,1,0.9867,0.9155,0.9985
Obesity-related_traits,4,15543787,rs9918079,0.0421053,0.1225,0.123,0.2178,0.2197,0.1944
Obesity-related_traits,16,53796553,rs9930506,0.136842,0.2622,0.2183,0.3988,0.4384,0.171
Obesity-related_traits,16,26159619,rs9933429,0.494737,0.3084,0.2391,0.317,0.2793,0.0983
Trans_fatty_acid_levels,16,82670923,rs9934935,0.421053,0.232,0.2669,0.2239,0.165,0.2421
Glucose_homeostasis_traits,18,8043663,rs9950590,0.0105263,0.0115,0,0,0,0.1006
Obesity-related_traits,18,78897779,rs9951602,0.515789,0.2291,0.3819,0.362,0.1491,0.084
Bronchopulmonary_dysplasia,18,27107407,rs9953270,0.421053,0.33,0.5119,0.4918,0.328,0.3336
Obesity-related_traits,18,75824756,rs9956878,0.694737,0.4899,0.2431,0.4008,0.4841,0.6112
Immune_response_to_smallpox_vaccine_(IL-6),18,12606464,rs9959145,0.0105263,0.0778,0.0099,0.1329,0.1302,0.0189
Obesity-related_traits,18,75838008,rs9959259,0.126316,0.2435,0.0536,0.2597,0.4115,0.118
Preeclampsia,21,34835765,rs9976946,1,0.9957,1,0.999,0.9732,0.9992
Trans_fatty_acid_levels,4,187694453,rs9992966,0.0315789,0.1153,0.1687,0.1738,0.0805,0.3828
